日期	流水編號	代號	名稱	發布日期時間	新聞標題	新聞內容	RTIME
20090116	WEB0208	1201	味全	2009/01/16  20:24:24	味全有內需概念獲三大法人同步買超 推升股價收最高	"綜合食品廠味全 (1201-TW)今天在內需概念及三大
法人同步買超的力道推升之下，尾盤急拉以最高點的
21.5元作收，三大法人同步買超2192張；買超張數占今
天全場成交張數3322張的66%。

    味全在2002年的每股稅後盈餘為0.12元，而在2008
年預估將達成每股稅後盈餘1元的獲利。

    同時，味全董事長魏應充並以味全成為台灣食品標
竿企業為目標，同時，預計在5年，即2013年達成年營
收200億元的目標，同時，在5年達成每股稅後盈餘3元
為目標。

    味全已公布2008年1-3季經會計師簽證的財報，稅
後盈餘4億元，每股稅後盈餘達0.79元。

    味全2008年1-3季稅後盈餘4億元，較去年同期成長
26.88%。

"	
20090121	WEB0216	1201	味全	2009/01/21  21:23:25	味全魏應充：2009年動能充沛 獲利還要有20%以上成長	"味全 (1201-TW)董事長魏應充今天變裝為電影「海
角七號」片中的郵差「阿嘉」角色，與味全同仁尾牙餐
敘，同時，魏應充並為味全在2008年原料成本高漲、匯
率變動劇烈之下，仍然有成長的業績表現，表示對同仁
的感謝。

    同時，魏應充也強調，味全在2009年增加包括冷藏
事業、中國新事業部門之下，提供充分的成長動能，預
計2009年將有兩位數的營收成長，而且獲利也要較2008
年成長20%以上。

    台灣味全2008年全年營收115.87億元，較2007年
109.29億元成長6.02%，魏應充在今晚於國賓飯店席開
43桌的味全同仁尾牙宴中強調，去年原物料成本高漲。
，匯率變化劇烈，光是原物料成本就增加5.6億元，但
營收成長6.02%，而結算獲利更是較2007年有兩位數的
成長；相當難能可貴。

    同時，魏應充更強調，去年如還原認列的味全泰國
、北京味全的損失，味全2008年的獲利更較2007年有高
達45%的成長幅度。

    而味全2008年的集團營收達到220億元，也較2007
年的179.51億元成長22.56%。

    味全今晚在台北國賓飯店席開43桌的尾牙宴，全部
節目由各事業部同仁演出，並未聘請藝人演出，魏應充
更是一再宣示味全推動肩負社會責任的人文、感恩精神
。

"	
20090122	WEB0138	1201	味全	2009/01/22  16:25:37	味全澄清98/01/22經濟日報與工商時報報導	"符合條款：第二條第31款
1.傳播媒體名稱:經濟日報與工商時報
2.報導日期:98/01/22
3.報導內容:(1)經濟日報A1版「味全今年仍將戰勝不景氣，除營收還要成長超過10%，獲
利再增加兩成以上…」「味全結算去年集團營收達220億元，獲利也呈兩位數成長，每
股純益首度突破1元…」(2)工商時報A15版「味全集團想賣泰國廠」。
4.投資人提供訊息概要:不適用
5.公司對該等報導或提供訊息之說明:有關媒體對本公司營收、獲利及泰國廠未來發展規
劃等相關事項之報導，係為市場推估與媒體推測，非本公司發佈之新聞及數據。未來如
有需要，本公司將依規定進行公告申報，特此說明。
6.因應措施:無
7.其他應敘明事項:無

"	
20090123	WEB0066	1201	味全	2009/01/23  14:12:23	味全董座魏應充感恩辭歲 率主管為同仁奉茶揮毫送福	"味全 (1201-TW)感恩辭歲，今天上午董事長魏應充
除了揮毫寫春聯送福之外，並率主管為同仁奉茶，場面
溫馨。

    魏應充表示，他在2008年年8月發願，要落實證嚴
法師「發好願、做好事、天下無災無難」的使命，味全
去年起開始推動人文，而茶道就是淨化人心的好方法之
一，能學習就是福、能快樂就是慧，福慧即善，善增長
、惡就遠離，人人福慧增長，就能逐漸達到社會祥和、
天下無災無難的長期境界。

    味全今天的歲末辭歲，特別邀請慈濟的師姐到味全
進行茶道的表演，繼而由主管為同仁奉茶，魏應充並且
應同仁的要求親自揮毫春聯為同仁送福。

"	
20090202	WEB0181	1201	味全	2009/02/02  19:35:02	大陸媒體失準頭 中國質檢總局澄清：味全疑含菌奶未入境	"在大陸媒體引用中國質檢總局檢驗報告資料失去準
頭，並進而造成味全 (1201-TW)股價因報導今天遭打落
跌停，中國質檢總局新聞發言人李元平今天指出，按照
國際慣例，對於進口檢驗不合格的產品禁止進口，並且
在出入境檢疫檢驗機構監督下依法銷燬或退運處理，按
照國際慣例，中國質檢總局將各出入境口岸有關有關不
合格食品信息匯總在後，在中國質檢總局官方網站公布
。

    李元平表示，質檢總局注意到，近期媒體和消費者
越檢越重視食品安全信息的發布。但有些媒體在轉載或
引用時，對不合格產品已被依法處理的情況並沒有全面
說明。如質檢局官方網站1月20日公布的《2008年11月
進境不合格食品、化粧品信息》，其中有一批進口味全
奶粉被檢出阪崎腸桿菌呈陽性，出入境檢驗檢疫部門早
已對該批奶粉依法進行了退運處理，不合格奶粉并未進
入中國市場。

    味全公司主管說，這批在去年11月中遭中國質檢局
驗驗出含「偽陽性」阪崎腸桿菌並已銷燬的味全奶粉，
即指疑似含阪崎腸桿菌。

    味全公司強調，這批味全嬰兒配方奶粉由台灣出口
到香港之前，在台灣已做過阪崎式桿菌檢測，第一次檢
驗結果為「偽陽性」阪崎腸桿菌，經二次重新檢測結果
並無發現後，才出口到香港。

    但是這批嬰兒配方奶粉在去年10月中旬由香港代理
商將進口到到大陸之前，仍遭中國質檢局驗驗出含「偽
陽性」阪崎腸桿菌，味全以最嚴謹的態度面對，全部整
批9.624噸奶粉並已當日、當場銷燬，並沒有進入中國
大陸境內。

    至於在台灣銷售味全嬰兒配方奶粉方面，味全公司
強調，阪崎腸桿菌列為味全奶粉出廠前的重點檢測項目
，並嚴格執行產品的檢測；同時，味全對於銷往中國以
及在台灣嬰兒奶粉產品銷售的產品配方、批號均不相同
，銷往中國大陸的產品不會在台灣市場銷售。

"	
20090202	WEB0018	1201	味全	2009/02/02  11:10:09	味全：疑含致病菌奶粉並未進入大陸 受檢當日已完全銷燬	"味全 (1201-TW)公司今天指出，產自台灣味全公司
的奶粉 9.624噸配方奶粉，在2008年10月間透過香港代
理商要進口至中國大陸時，遭中國質檢局驗驗出含「偽
陽性」阪崎腸桿菌，整批 9.624噸奶粉並已當日、當場
銷燬，並沒有進入中國大陸境內。

    味全公司主管說，這批在去年10月中遭中國質檢局
驗驗出含「偽陽性」阪崎腸桿菌並已銷燬的味全奶粉，
即指疑似含阪崎腸桿菌。

    味全公司強調，這批味全嬰兒配方奶粉由台灣出口
到香港之前，在台灣已做過阪崎式桿菌檢測，第一次檢
驗結果為「偽陽性」阪崎腸桿菌，經二次重新檢測結果
並無發現後，才出口到香港。

    但是這批嬰兒配方奶粉在去年10月中旬由香港代理
商將進口到到大陸之前，仍遭中國質檢局驗驗出含「偽
陽性」阪崎腸桿菌，味全以最嚴謹的態度面對，全部整
批9.624噸奶粉並已當日、當場銷燬，並沒有進入中國
大陸境內。

    至於在台灣銷售味全嬰兒配方奶粉方面，味全公司
強調，阪崎腸桿菌列為味全奶粉出廠前的重點檢測項目
，並嚴格執行產品的檢測。

    據大陸媒體報導，去年10月17日，產自台灣的
9.624 噸配方奶粉從香港進境時被檢驗出阪崎腸桿菌超
標，進口商為深圳市恒利安貿易有限公司。不合格奶粉
包括味全嬰兒配方奶粉、味全幼兒成長配方奶粉和味全
較大嬰兒配方奶粉。

"	
20090202	WEB0072	1201	味全	2009/02/02  14:14:44	味全公司澄清98/02/02中央通訊社報導本公司奶粉在港被驗出含菌之相關說明	"符合條款：第二條第31款
1.傳播媒體名稱:中央通訊社
2.報導日期:98/02/02
3.報導內容:「味全三類配方奶粉在港被驗出含菌…」。
4.投資人提供訊息概要:不適用
5.公司對該等報導或提供訊息之說明:(1)本公司於97年10月17日出口大陸之奶粉於97年
11月7日在中國入關時，因有小批量產品被驗出含「偽陽性阪崎腸桿菌」，即疑似含阪
崎腸桿菌，為謹慎起見，該批產品已於原地進行銷毀，並未流入中國市場。(2)中國大
陸「國家進出口檢驗局」並於98年1月20日在進出口檢驗局官方網站公佈該檢驗不合格
的訊息。(3)該批疑似偽陽性阪崎腸桿菌係屬個案，之前與之後再出口之奶粉經海關逐
批檢驗並未再發生。本公司於台灣及中國大陸販售之全系列奶粉，皆符合檢測標準，絕
無安全疑慮。
6.因應措施:無
7.其他應敘明事項:無

"	
20090209	WEB0206	1201	味全	2009/02/09  19:55:02	行政院衛生署公布對味全奶粉檢測結果不含阪崎氏腸桿菌	"行政院衛生署食品衛生處今 (9)日公布對於味全
(1201-TW)奶粉檢測結果，味全奶粉通過檢測不含阪崎
氏腸桿菌，消費者可以安心使用。

    味全公司指出，由於2月2日經大陸媒體報導謂大陸
國家質檢總局公布2008年8-11月檢測未合格產品，其中
包括味全嬰兒奶粉含「偽陽性」阪崎氏腸桿菌，味全公
司第一時間即時與台灣媒體及相關衛生主管機關報告此
事事實經過，此批含「偽陽性」阪崎氏腸桿菌味全嬰兒
奶粉已於當地海關現場銷毀。當日雲林縣衛生局官員也
即時到斗六廠稽核並抽樣帶回檢測。

    味全指出，檢測結果於今 (9)日經衛生署食品衛生
處公布確定產品符合國家食品衛生安全標準，並且確定
不含阪崎氏腸桿菌，消費者可以安心使用。

"	
20090225	WEB0198	1201	味全	2009/02/25  19:37:07	味全公司提供康全工程股份有限公司背書保證	"符合條款：第二條第22款
1.事實發生日:98/02/252.被背書保證之:
(1)公司名稱:康全工程股份有限公司
(2)與提供背書保證公司之關係:
權益法持有
(3)背書保證之限額(仟元):1686876
(4)原背書保證之餘額(仟元):0
(5)本次新增背書保證之金額(仟元):450000
(6)迄事實發生日止背書保證餘額(仟元):760000
(7)被背書保證公司實際動支金額(仟元):468022
(8)本次新增背書保證之原因:
被背書保證公司承攬統包工程所需之銀行履約保證、國內外信用狀及短期融資額度
3.被背書保證公司提供擔保品之:
(1)內容:
無
(2)價值(仟元):0
4.被背書保證公司最近期財務報表之:
(1)資本(仟元):124709
(2)累積盈虧金額(仟元):29798
5.解除背書保證責任之:
(1)條件:
實際動用金額到期清償
(2)日期:
2009/12/31
6.迄事實發生日為止，A提供背書保證餘額占公開發行公司最近期財務報表淨值之
比率:
36.09
7.迄事實發生日為止，背書保證、長期投資及資金貸與餘額合計數達該公開發行公
司最近期財務報表淨值之比率:
70.15
8.其他應敘明事項:
無

"	
20090227	WEB0217	1201	味全	2009/02/27  18:05:51	味全公司發言人異動	"符合條款：第二條第8款
1.人員變動別（請輸入發言人、代理發言人、財務主管、會計主管、研發主管
、內部稽核主管或訴訟及非訟代理人）:發言人
2.發生變動日期:98/03/01
3.舊任者姓名、級職及簡歷:陸億華 財務室資深協理
4.新任者姓名、級職及簡歷:蘇守斌 總經理
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:解任
6.異動原因:解任
7.生效日期:98/03/01
8.新任者聯絡電話:(02)25078221分機1022
9.其他應敘明事項:無

"	
20090310	WEB0739	1201	味全	2009/03/10  19:12:42	味全公司 2月非合併營收8.25億元年增14.03% 1— 2月達17.54億元	"味全公司(1201)98年 2月非合併(單位:千元)

項目            2月營收      1— 2月營收
本年度          825,172       1,754,433
去年同期        723,632       1,563,047
增減金額        101,540         191,386
增減(％)          14.03           12.24
"	
20090319	WEB0304	1201	味全	2009/03/19  19:04:58	味全公司基於背書保證責任，已代子公司先行償還銀行借款，並於清償之限度內承受債權人之權利。	"符合條款：第二條第28款
1.關係人或主要債務人或其連帶保證人名稱:泰味全股份有限公司為債務
人，本公司為連帶保證人。
2.事實發生日:98/03/19
3.發生緣由:本公司基於背書保證責任，已先行代子公司泰味全股份
有限公司償還銀行借款，約折合新台幣1.38億元，並於清償之限度
內承受債權人之權利。
4.債權種類或背書保證金額及其所占資產比例:1.325%
5.債權有無保全措施:由泰味全提供土地/建物擔保。
6.預計可能損失:32,082仟元
7.因應措施: 無
8.其他應敘明事項:無

"	
20090406	WEB0035	1201	味全	2009/04/06  10:45:16	頂新集團底子硬 味全股價走強 創10個月來新高	"頂新集團參與投標台北市信義區新光集團標售的
 A11，雖以4000萬元的微幅差距落敗給富邦金控
 (2881-TW)集團的 116億元，但已充分顯示頂新集團的
在台灣經營、投資的企圖心，此一現象今天也推升頂新
集團旗下的味全 (1201-TW)股價，盤中並以23.5元創下
10個月來新高。

    就Ｋ線的型態來看，味全股價的走強並沿 5日線走
高，已攻克年線站上所有的均線，在兩岸題材於2009年
第 2季成為台股的主軸之下，顯然股價欲小不易。

    而台灣味全2008年全年營收115.87億元，較2007年
109.29億元成長 6.02%，味全董事長魏應充也看好2009
年今年味全的業績發展。

    魏應充也強調，味全在2009年增加包括冷藏事業、
中國新事業部門之下，提供充分的成長動能，預計2009
年將有兩位數的營收成長，而且獲利也要較2008年成長
 20%以上。

    同時，市場也在密切注意味全近期將可因2008年的
每股淨值重回10元之上，將可重新取得信用交易資格，
而且味全在今年也有意辦理現增，以擴充其營運的規模。

"	
20090407	WEB0495	1201	味全	2009/04/07  16:52:39	味全公司召開九十八年股東常會	"符合條款：第二條第17款
1.董事會決議日期:98/04/07
2.股東會召開日期:98/06/26
3.股東會召開地點:桃園縣楊梅鎮高榮里13鄰3-1號味全埔心牧場
4.召集事由:
(一)報告事項:
1.九十七年度營業報告書。
2.九十七年度監察人查核報告書。
3.九十七年度財務報表會計師查核報告書。
4.九十七年度對外背書保證辦理情形報告。
(二)承認與討論事項:
1.為本公司九十七年度營業報告書、財務報表及與子公司合併財務報表等，報請 承認。
2.為本公司九十七年度盈餘撥補案，報請 承認。
3.修正本公司章程部份條文，報請  公決。
4.修正本公司「資金貸與他人作業程序」部份條文，報請  公決。
5.修正本公司「背書保證作業程序」部份條文，報請  公決。
6.修正本公司「從事衍生性商品交易處理程序」部份條文，報請  公決。
(三)臨時動議
5.停止過戶起始日期:98/04/28
6.停止過戶截止日期:98/06/26
7.其他應敘明事項:無

"	
20090407	WEB0496	1201	味全	2009/04/07  16:52:53	味全公司董事會決議不分派股利	"符合條款：第二條第14款
1.董事會決議日期:98/04/07
2.發放股利種類及金額:0
3.其他應敘明事項:無

"	
20090407	WEB0497	1201	味全	2009/04/07  16:53:07	味全公司董事會決議解除本公司經理人競業禁止案	"符合條款：第二條第21款
1.董事會決議日:98/04/07
2.許可從事競業行為之經理人姓名及職稱:
曹維揚高級專員
黃耀陞高級專員
張美凰協理
3.許可從事競業行為之項目:兼任他營利事業之經理人，或自營或為他人經營同類之業務
4.許可從事競業行為之期間:經理人任職期間
5.決議情形（請依公司法第32條說明表決結果）:全體出席董事同意通過
6.所許可之競業行為如屬大陸地區事業之營業者，經理人姓名及職稱
（非屬大陸地區事業之營業者，以下請輸〝不適用〞）:
曹維揚高級專員
黃耀陞高級專員
張美凰協理
7.所擔任該大陸地區事業之公司名稱及職務:
曹維揚擔任杭州味全生技食品有限公司外食餐飲事業部執行副總
黃耀陞擔任杭州味全生技食品有限公司大陸事業群生產部協理
張美凰擔任上海頂盛食品工業有限公司董事
8.所擔任該大陸地區事業地址:
杭州味全生技食品有限公司:杭州市經濟技術開發區10號大街502號
上海頂盛食品工業有限公司:上海市嘉定區馬陸鎮橫倉公路355號第3幢2樓
9.所擔任該大陸地區事業營業項目:
杭州味全生技食品有限公司:生產銷售乳粉
上海頂盛食品工業有限公司:麵包生產與銷售
10.對本公司財務業務之影響程度:無
11.經理人如有對該大陸地區事業從事投資者，其投資金額及持股比例:無
12.其他應敘明事項:無

"	
20090407	WEB0606	1201	味全	2009/04/07  18:45:33	味全公司董事會通過間接赴大陸地區投資決議	"符合條款：第二條第20款
1.事實發生日:2009/04/07
2.本次新增（減少）投資方式:
擬以港幣3,600萬元整增資100%境外控股公司味全(BVI)有限公司，
透由該公司購入健可食品(香港)有限公司45%股權，並參與其增資東莞
公司及杭州公司，與日本健可公司及伊藤忠公司共同對中國進行投資。
3.交易數量、每單位價格及交易總金額:
港幣3,600萬元(折合新台幣約15,844萬元)。
4.本次新增投資大陸被投資公司之公司名稱:
東莞公司(暫定)；杭州公司(暫定)
5.前開大陸被投資公司之實收資本額:
東莞公司港幣800萬元；杭州公司不適用
6.前開大陸被投資公司本次擬新增資本額:
東莞公司港幣500萬元；杭州公司港幣5,800萬元
7.前開大陸被投資公司主要營業項目:
產銷各類沙拉、沙拉醬、調味醬、蛋類加工品及其他加工食品
8.前開大陸被投資公司最近年度財務報表會計師意見型態:
無保留意見
9.前開大陸被投資公司最近年度財務報表淨值:
東莞公司人民幣545萬元；杭州公司不適用
10.前開大陸被投資公司最近年度財務報表損益金額:
東莞公司人民幣-88萬元；杭州公司不適用
11.迄目前為止，對前開大陸被投資公司之實際投資金額:
不適用
12.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）:
新台幣	1,294,117 	仟元
13.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
實收資本額之比率:
25.57%
14.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
總資產之比率:
12.38%
15.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
股東權益之比率:
26.41%
16.迄目前為止，實際赴大陸地區投資總額:
新台幣  967,351 	仟元
17.迄目前為止，實際赴大陸地區投資總額占最近期財務報表實收資本額之比率:
19.12%
18.迄目前為止，實際赴大陸地區投資總額占最近期財務報表總資產之比率:
9.25%
19.迄目前為止，實際赴大陸地區投資總額占最近期財務報表股東權益之比率:
19.74%
20.最近三年度認列投資大陸損益金額:
97年度新台幣	-19,350 	仟元
96年度新台幣	-104,470 	仟元
95年度新台幣	-123,239 	仟元
21.最近三年度獲利匯回金額:
97年度新台幣 0仟元	
96年度新台幣 0仟元	
95年度新台幣 0仟元
22.交易相對人及其與公司之關係:
不適用
23.交易相對人為實質關係人者，並應公告選定關係人為交易對象之原因及前次移轉
之所有人（含與公司及相對人間相互之關係）、移轉日期及金額:
不適用
24.交易標的最近五年內所有權人曾為公司之實質關係人者，尚應公告關係人之取得
及處分日期、價格及交易當時與公司之關係:
不適用
25.處分利益（或損失）:
不適用
26.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項:
不適用
27.本次交易之決定方式、價格決定之參考依據及決策單位:
不適用
28.經紀人:
不適用
29.取得或處分之具體目的:
發展中國沙拉及醬品事業
30.本次交易董事有異議:否
31.本次交易會計師出具非合理性意見:否
32.其他敘明事項:
無

"	
20090408	WEB0267	1201	味全	2009/04/08  14:40:29	味全公司澄清98/04/08工商時報報導本公司去年獲利相關說明	"符合條款：第二條第31款
1.傳播媒體名稱:工商時報
2.報導日期:98/04/08
3.報導內容:工商時報B5版「味全去年獲利1.25億元…」。
4.投資人提供訊息概要:不適用
5.公司對該等報導或提供訊息之說明:該報導對於本公司截至97年底之未分配盈餘及98年
全年營收獲利成長目標等之報導，係為市場推估與媒體推測，非本公司發佈之新聞及數
據，實際財報數字仍應以本公司公告申報之資料為主，特此說明。
6.因應措施:無
7.其他應敘明事項:無

"	
20090410	WEB0398	1201	味全	2009/04/10  14:35:21	味全公司 3月非合併營收9.56億元年增13.59% 1— 3月達27.10億元	"味全公司(1201)98年 3月非合併(單位:千元)

項目            3月營收      1— 3月營收
本年度          955,944       2,710,377
去年同期        841,565       2,404,613
增減金額        114,379         305,764
增減(％)          13.59           12.72
"	
20090508	WEB0133	1201	味全	2009/05/08  18:57:41	淨值回復票面 味全、和鑫等6家5/12恢復信用交易	"台灣證券交易所今 (8) 日公布，味全 (1201-TW)
、大將 (1453-TW)、南僑 (1702-TW)、安泰銀 (2849-
TW) 、和鑫 (3049-TW)、夆典 (3052-TW) 等 6 家，因
每股淨值回復至票面以上，將自 5 月 12 日起恢復融
資融券交易。

    證交所依據「有價證券得為融資融券標準」第 4 
條及「有價證券暫停與恢復融資融券交易暨調整融資比
率或融券保證金成數之具體認定標準及作業程序」第 3
條規定，審核上市公司 97 年度及 98 年第 1 季財報
每股淨值是否符合恢復融資融券交易規定後，公告調整
名單。

    其中，每股淨值回復至票面以上，應恢復融資融券
交易者，包括味全、大將、南僑、安泰銀、和鑫、夆典
等 6 種有價證券。

    而每股淨值回復至票面以上的金尚昌 (2540-TW)，
因目前仍列為全額交割股，仍暫停融資融券交易。

"	
20090509	WEB0653	1201	味全	2009/05/09  02:50:26	味全公司 4月非合併營收9.52億元年增6.34% 1— 4月達36.62億元	"味全公司(1201)98年 4月非合併(單位:千元)

項目            4月營收      1— 4月營收
本年度          951,617       3,661,994
去年同期        894,912       3,299,523
增減金額         56,705         362,471
增減(％)           6.34           10.99
"	
20090611	WEB0416	1201	味全	2009/06/11  01:48:28	味全公司 5月非合併營收10.79億元年增10.45% 1— 5月達47.41億元	"味全公司(1201)98年 5月非合併(單位:千元)

項目            5月營收      1— 5月營收
本年度        1,079,333       4,741,327
去年同期        977,249       4,276,772
增減金額        102,084         464,555
增減(％)          10.45           10.86
"	
20090623	WEB0166	1201	味全	2009/06/23  20:52:27	味全公司：澄清98/06/23蘋果日報報導本公司上海麵包廠投產相關說明	"符合條款：第二條第31款
1.傳播媒體名稱:蘋果日報
2.報導日期:98/06/23
3.報導內容:蘋果日報B7版「味全麵包廠下季量產」。
4.投資人提供訊息概要:不適用
5.公司對該等報導或提供訊息之說明:該報導對於本公司大陸麵包事業設廠投產等相關事
項之報導，係為市場推估與媒體推測，非本公司發佈之新聞。未來如有需要，本公司將
依規定進行公告申報，特此說明。
6.因應措施:無
7.其他應敘明事項:無
"	
20090626	WEB0194	1201	味全	2009/06/26  19:33:41	味全公司：公告本公司98年股常會重要決議	"符合條款：第二條第18款
1.股東會日期:98/06/26
2.重要決議事項:
一.承認九十七年度營業報告書、財務報表及與子公司合併財務報表等。
二.承認九十七年度盈餘撥補案。
三.通過修正本公司章程部份條文。
四.通過修正本公司「資金貸與他人作業程序」部份條文。
五.通過修正本公司「背書保證作業程序」部份條文。
六.通過修正本公司「從事衍生性商品交易處理程序」部份條文。
3.年度財務報表之承認﹝請輸入是或否﹞:是
4.其他應敘明事項:無
"	
20090626	WEB0393	1201	味全	2009/06/26  20:20:56	味全董座魏應充：味全仍將朝持續成長的目標前進	"在頂新集團入主10年之後，味全 (1201-TW)終於將
帳面累虧打平，並且在今年第1季正式恢復信用交易。
味全董事長魏應充今 (26)日在股東上指出，味全仍將
朝持續成長的目標前進。

    而由魏應充提出的味全獲利成長目標，則與在去年
11月1日味全家庭日所提出的，味全將以善盡社會公民
的責任及成為台灣食品標竿企業為目標，同時，預計在
5年達成EPS攻抵3元的目標相符。

    魏應充並指出，儘管環境仍充滿挑戰，包括原物料
價格也從谷底反彈，不過味全包括台灣和大陸所需的原
物料已採購到年底，因此全年的原料需求無虞，在原料
波動下影響也相對穩定。

    魏應充認為，在中國及印度需求強勁下，原物料未
來仍是看漲，對食品業者來說尤其不可輕忽。

    至於味全在中國大陸的營運方面，魏應充說，2009
年不論大陸的奶粉或冷藏都會賺錢。

    味全去年遷廠至杭州的奶粉廠，今年也將延續去年
獲利的表現；此外，2009年從康師傅手中買回的冷藏事
業群，也將在第3季正式交割，而且第3季向來就是冷藏
事業群的旺季，代表著冷藏事業群一回到味全體制就可
為味全帶來獲利。

"	
20090710	WEB0353	1201	味全	2009/07/10  22:24:44	味全公司 6月非合併營收10.63億元年增5.26% 1— 6月達58.05億元	"味全公司(1201)98年 6月非合併(單位:千元)

項目            6月營收      1— 6月營收
本年度        1,063,197       5,804,524
去年同期      1,010,108       5,286,880
增減金額         53,089         517,644
增減(％)           5.26            9.79
"	
20090810	WEB0110	1201	味全	2009/08/10  20:15:12	頂新集團捐款3000萬元及味全500萬元物資援助莫拉克災情	"頂新國際集團及味全 (1201-TW) 展開即時的救援
南台灣地區莫拉克颱風引發八八水患災民行動，其中頂
新國際集團捐助 3000 萬元款項救災，而味全已捐助飲
用水及速食麵等物資，總金額並已達到 500 萬元。

    味全高階主管指出，透過南部縣市政府體系及慈濟
功德會體系發放，至今天為止，味全已捐助飲用水及速
食麵，其總金額並已達 500 萬元。

    而味全董事長魏應充本身也是極為虔誠的慈濟會員。

"	
20090810	WEB0051	1201	味全	2009/08/10  13:36:19	味全捐助南台水患災區 發放飲水及食物已逾250萬元	"味全 (1201-TW)展開即時的救援南台灣地區八八水
患災民行動，至今天上午為為止，味全已捐助飲用水
2500箱及速食麵3500箱，總金額並已超過250萬元。

    味全高階主管指出，透過南部縣市政府體系及慈濟
功德會體系發放截至今天中午為止，味全已捐助飲用水
2500箱及速食麵3500箱，其總金額並已超過250萬元。

    味全董事長魏應充本身也是極為虔誠的慈濟會員。

"	
20090811	WEB0755	1201	味全	2009/08/11  03:32:53	味全公司：公告莫拉克颱風侵襲對本公司財務或業務並無重大影響	"符合條款：第二條第49款
1.事實發生日:98/08/10
2.公司名稱:味全食品工業股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例:不適用
5.發生緣由:莫拉克颱風侵襲對本公司財務或業務並無重大影響。
6.因應措施:無。
7.其他應敘明事項:無
"	
20090811	WEB0458	1201	味全	2009/08/11  02:17:39	味全公司 7月非合併營收11.28億元年減8.39% 1— 7月達69.32億元	"味全公司(1201)98年 7月非合併(單位:千元)

項目            7月營收      1— 7月營收
本年度        1,127,609       6,932,133
去年同期      1,230,862       6,517,742
增減金額       -103,253         414,391
增減(％)          -8.39            6.36
"	
20090817	WEB0296	1201	味全	2009/08/17  20:32:22	味全公司：代子公司欣全實業股份有限公司公告董事會決議擬間接赴大陸地區投資相關資訊	"符合條款：第二條第20款
1.事實發生日:2009/08/172.本次新增（減少）投資方式:
透過轉投資第三地區現有公司再投資大陸公司
3.交易數量、每單位價格及交易總金額:
美金10,000,000元
(依8/10牌告匯率換算為新台幣328,600,000元)
4.本次新增投資大陸被投資公司之公司名稱:
杭州欣全塑品科技有限公司(暫定)
5.前開大陸被投資公司之實收資本額:
不適用
6.前開大陸被投資公司本次擬新增資本額:
美金10,000,000元
7.前開大陸被投資公司主要營業項目:
生產精沖模、精密型腔模及模具標準件等
8.前開大陸被投資公司最近年度財務報表會計師意見型態:
不適用
9.前開大陸被投資公司最近年度財務報表淨值:
不適用
10.前開大陸被投資公司最近年度財務報表損益金額:
不適用
11.迄目前為止，對前開大陸被投資公司之實際投資金額:
不適用
12.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）:
美金 13,350,000 元
13.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
實收資本額之比率:
141.15%
14.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
總資產之比率:
38.58%
15.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
股東權益之比率:
86.00%
16.迄目前為止，實際赴大陸地區投資總額:
新台幣 112,230,079 元
17.迄目前為止，實際赴大陸地區投資總額占最近期財務報表實收資本額之比率:
36.09%
18.迄目前為止，實際赴大陸地區投資總額占最近期財務報表總資產之比率:
9.87%
19.迄目前為止，實際赴大陸地區投資總額占最近期財務報表股東權益之比率:
21.99%
20.最近三年度認列投資大陸損益金額:
97年度新台幣  12,171 仟元
96年度新台幣 -11,838 仟元
95年度新台幣     515 仟元
21.最近三年度獲利匯回金額:
97年度新台幣 0 仟元
96年度新台幣 0 仟元
95年度新台幣 0 仟元
22.交易相對人及其與公司之關係:
不適用
23.交易相對人為實質關係人者，並應公告選定關係人為交易對象之原因及前次移轉
之所有人（含與公司及相對人間相互之關係）、移轉日期及金額:
不適用
24.交易標的最近五年內所有權人曾為公司之實質關係人者，尚應公告關係人之取得
及處分日期、價格及交易當時與公司之關係:
不適用
25.處分利益（或損失）:
不適用
26.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項:
不適用
27.本次交易之決定方式、價格決定之參考依據及決策單位:
不適用
28.經紀人:
不適用
29.取得或處分之具體目的:
擴大中國包材塑料之事業
30.本次交易董事有異議:否
31.本次交易會計師出具非合理性意見:否
32.其他敘明事項:
無
"	
