日期	流水編號	代號	名稱	發布日期時間	新聞標題	新聞內容	RTIME
20071005	WEB0428	1217	愛之味	2007/10/05  20:11:01	愛之味決辦理7億元股本現增案 預計將募集8.75億元	"愛之味 (1217-TW)今天召開董事會，會中並決議辦
理7億元股本的現金增資案，預計此一現增案將以每股
12.5元溢價發行，預計將可以募集8.75億元。

    愛之味的7億元股本現增案預計將由原股東依持股
比例認購現增股。

"	
20071008	WEB0107	1217	愛之味	2007/10/08  13:36:21	愛之味 9月營收3.63億元年減25.8% 1- 9月達34.21億元	"愛之味(1217) 9月營收(單位:千元)

項目            9月營收      1- 9月營收
本年度          363,500       3,420,756
去年同期        489,909       3,681,221
增減金額       -126,409        -260,465
增減(％)         -25.80           -7.08
"	
20071015	WEB0128	1217	愛之味	2007/10/15  13:25:20	胡錦濤拉高宏觀調控分貝 中概股慘跌 聯強掌紅旗漲停撐盤	"中國國家主席胡錦濤今(15)日在十七大開幕儀式上
強調將提高宏觀調控水平，加上上周人行搶先調升存款
準備率 2碼，今天陸股雖走揚，但官方冷卻股市的意圖
相當明顯，且台股大盤表現不佳，為中概股帶來壓力，
尤以食品股和傳產百貨通路跌勢最深，唯獨3C通路股逆
勢抗跌。

    中國17大今天正式登場，胡錦濤在致詞時表示，將
綜合運用財政及貨幣政策，進一步提高宏觀調控水平，
而人行也於上週末、搶在17大召開前夕，宣布將於25日
調升存款準備率2碼，來到13%，時間點恰好是中共國家
統計局將公布9 月消費者物價指數的隔天，顯示中國官
方冷卻股市的強烈企圖。

    雖然今天陸股表現抗跌，仍能維持上揚格局，但市
場已開始居高思危，且台股傳產先前漲多，中概股今天
隨台股大盤下修，原先領漲的中概食品應聲大跌，指標
股大成 (1213-TW)開小高後便一路殺至跌停，味全
(1201-TW)、味王(1203-TW)、愛之味 (1217-TW)也隨之
走跌。

    中概百貨通路表現則呈現兩極，傳產族群由潤泰新
 (9945-TW)帶頭下殺，盤初率先爆量跌停，盤中衝出 2
萬多張成交大量，潤泰全 (2915-TW)也幾乎被打到跌停
，拖累遠百 (2903-TW)和麗嬰房 (2911-TW)不支下跌。

    但中概3C通路則逆勢走揚，聯強 (2347-TW)強鎖漲
停，藍天(2362-TW)、震旦行(2373-TW)、燦坤(2430-TW)
等股向順勢向上挺升，表現明顯超越大盤。

    不過，從陸股持續挺升看來，中國經濟成長力道強
勁，恐怕連升息、宏觀調控都無法立即收效，且中國通
膨日趨嚴重，勢必加快人民幣升值的速度及幅度，成為
中概股獲利的強力支撐，此外，後續還有農曆春節、北
京奧運、2010年上海世界博覽會等題材，未來中國內需
概念股仍可望有成長空間。

"	
20071030	WEB0055	1217	愛之味	2007/10/30  12:23:23	愛之味1-9月財報稅後盈餘1億元 每股稅後盈餘0.26元	"綜合食品廠愛之味 (1217-TW)2007年 1-9月財報出
爐，稅後盈餘 1億元，較去年同期財報稅後盈餘1.01億
元衰退1.27%，每股稅後盈餘為0.26元。

    愛之味的2007年1-9月財報內容，營收34.21億元，
營業毛利 11.84億元，毛利率34.62%，營業淨利2054萬
元，稅前盈餘6096萬元，稅後盈餘 1億元，每股稅後盈
餘0.26元。

    愛之味已由董事會決議將辦理 7億元股本的現金增
資案，預計此一現增案將以每股12.5元溢價發行，預計
將可以募集8.75億元。
 
    愛之味的 7億元股本現增案預計將由原股東依持股
比例認購現增股。

"	
20071108	WEB0581	1217	愛之味	2007/11/08  19:33:04	愛之味10月營收3.25億元年增22.49% 1-10月達37.45億元	"愛之味(1217)10月營收(單位:千元)

項目           10月營收      1-10月營收
本年度          324,566       3,745,322
去年同期        264,969       3,946,190
增減金額         59,597        -200,868
增減(％)          22.49           -5.09
"	
20071207	WEB0227	1217	愛之味	2007/12/07  13:12:38	愛之味11月營收2.30億元年減13.47% 1-11月達39.76億元	"愛之味(1217)11月營收(單位:千元)

項目           11月營收      1-11月營收
本年度          230,492       3,975,814
去年同期        266,385       4,212,575
增減金額        -35,893        -236,761
增減(％)         -13.47           -5.62
"	
20071212	WEB0038	1217	愛之味	2007/12/12  11:36:07	中國勞動合同法及新企所稅法 明年元旦上路 中概股臉綠躺平	"為了壓抑過熱的經濟成長，中國不斷祭出多項宏觀
調控法規，勞動合同法以及新版的企業所得稅法，明年
元旦即將上路，對企業的衝擊不小，加上大幅調降出口
退稅率等相關規定，使台商經營壓力倍增，反映在中概
族群上，向來領漲的玻陶、輪胎、食品等族群均疲弱不
振。

    中國勞動合同法明年元旦即將上路，其中，以勞動
新法「聘用制人員可適用於新法」和「加班費等強迫勞
動明文規範」等規範影響最大，將墊高企業人事成本，
法人推估，該法將使台商薪資成本增加 15%，薪資占營
業費用比重越高的中概股，明&#63886;獲&#63965;恐大受衝擊。

    另一方面，中國昨天宣布，企業所得稅法實施條例
將從明年元月起實施，所得稅率一率由33%降為25%，未
來台商在中國投資收益，除了須先繳所得稅給中國政府
之外，若要匯出帳上盈餘，須加徵10% 的利潤匯出預提
所得稅，大幅提高企業經營成本。

    此外，企業所得稅法新條例也將從嚴認證「高新技
術產業」，明年起，投入基礎工程、符合環保節能及自
主創新概念的台商可望受惠，相對而言，傳統產業的台
商恐面臨更嚴峻的挑戰。

    而中國人&#64008;近日也調高存款準備&#63841;1%，昨天又傳出
中國11月CPI物價指&#63849;&#63886;增高達6.9% 的&#63965;空，加上國際
股市走勢疲弱，陸股今天開盤走跌，上證指數下跌逾80
點，向下測試5000點大關支撐。

    在多重利空衝擊下，中概股欲振乏力，向來強勢領
漲的玻陶、輪胎、貿易百貨族群族群全部躺平，而中概
食品中，除了統一(1216-TW) 因擁轉投資統一中國控股
香港掛牌題材，股價逆勢小漲外，味全(1201-TW) 、大
成(1210-TW)、愛之味(1217-TW)等股均翻黑震盪。

"	
20071214	WEB0048	1217	愛之味	2007/12/14  12:41:12	中國勞動新制唱衰 中概股殺聲震天 輪胎食品百貨全倒	"中國勞工合同法新制明年初即將上路，加上企業所
得稅新制相關規定，對台商產生不小的衝擊，中概股出
現恐慌性賣壓，向來強勢的中概玻陶、輪胎、食品、貿
易百貨、航運等族群持續被追殺，盤面一片慘綠。

    市場評估，中國的勞工合同法實施後，台商薪資成
本至少增加 15%，明年獲利恐遭到稀釋，利空消息使中
概股應聲走跌，連日來倒地不起，以中概色彩濃厚的益
航(2601-TW)來說，昨天開始實施庫藏股，預計買回
2000張，使今天股價盤初一度持穩在盤上，但仍不敵強
大的空方力道，盤中被摜殺至跌停。

    在中概食品股方面，除了統一(1216-TW) 因擁轉投
資統一中國控股香港掛牌題材，在外資喊買下，股價逆
勢小漲外，大成(1210-TW)、愛之味(1217-TW)被打到跌
停，，味全(1201-TW)等股均翻黑震盪。

    輪胎股中的正新(2105-TW)及建大(2106-TW)亮燈跌
停；貿易百貨族群中的潤泰新(9945-TW) 再度殺低，被
賣壓摜至跌停，遠百(2903-TW)、麗嬰房(2911-TW)也開
低走低，幾乎雙雙被打到跌停板，拖累族群全面走跌。

    法人認為，由於中國頻頻祭出新法，台商投資的成
本及風險不斷升高，明年獲利恐遭稀釋，甚至不排除台
商將資金移往其他新興市場的可能性，在利空環伺之下
，使近 2日中概股被大量砍殺，不過，後續仍有奧運等
題材支撐，對於個股的影響仍需回歸基本面觀察。

"	
20071228	WEB0321	1217	愛之味	2007/12/28  20:29:52	愛之味96年現金增資展延資金募集期限相關事宜	"愛之味(1217-TW)：公告本公司96年現金增資展延資金募集期限相關事宜

符合條款：第二條第48款

1.事實發生日:96/12/28

2.公司名稱:愛之味股份有限公司

3.與公司關係(請輸入本公司或聯屬公司):本公司

4.相互持股比例:不適用

5.發生緣由:
本公司96年度現金增資向行政院金融監督管理委員會證期局
申請展延募集期限三個月，並於96年12月27日經證期局收文在案。

6.因應措施:無

7.其他應敘明事項:
本公司於96年12月28日已依公司法第273條規定公告。

"	
20080104	WEB0243	1217	愛之味	2008/01/04  18:20:13	愛之味澄清媒體有關轉投資之報導	"愛之味(1217-TW)：澄清媒體有關本公司轉投資之報導

符合條款：第二條第31款

1.傳播媒體名稱:工商時報B4版

2.報導日期:97/01/04

3.報導內容:「愛之味公司雖非生質能源廠，但母公司
耐斯集團已透過轉投資新日化公司，對廢食用油進
行回收，再煉製成可替代柴油的燃料用油...」。
該報導記載：食品業生質能源概念股概況表格中列
示愛之味公司已有實驗工廠。

4.投資人提供訊息概要:不適用

5.公司對該等報導或提供訊息之說明:愛之味公司確實
透過耐斯集團轉投資台灣新日化公司，惟報載愛之味
公司已有實驗工廠之報導有誤，該工廠係為台灣新日化
公司所有，且已正式量產生質柴油。

6.因應措施:於公開資訊觀測站依實際情形說明。

7.其他應敘明事項:無

"	
20080108	WEB0082	1217	愛之味	2008/01/08  13:29:01	愛之味12月營收2.34億元年減23.04% 1-12月達42.10億元	"愛之味(1217)12月營收(單位:千元)

項目           12月營收      1-12月營收
本年度          234,348       4,210,162
去年同期        304,503       4,517,078
增減金額        -70,155        -306,916
增減(％)         -23.04           -6.79
"	
20080214	WEB0151	1217	愛之味	2008/02/14  13:17:55	愛之味 1月非合併營收4.43億元年增40.87% 1- 1月達4.43億元	"愛之味(1217) 1月非合併(單位:千元)

項目            1月營收      1- 1月營收
本年度          443,472         443,472
去年同期        314,802         314,802
增減金額        128,670         128,670
增減(％)          40.87           40.87
"	
20080310	WEB1313	1217	愛之味	2008/03/10  21:06:17	愛之味 2月非合併營收2.07億元年減27.97% 1— 2月達6.50億元	"愛之味(1217) 2月非合併(單位:千元)

項目            2月營收      1— 2月營收
本年度          206,555         650,027
去年同期        286,743         601,545
增減金額        -80,188          48,482
增減(％)         -27.97            8.06
"	
20080331	WEB0012	1217	愛之味	2008/03/31  09:26:18	食品業首家 愛之味調降現增溢價為10.3元 訂4/16除權	"愛之味 (1217-TW)董事會決議調降現金增資溢價由
12.5元降為10.3元，同時，此一2008年以來食品業的首
次現金增資案訂4月16日除權交易。

    愛之味的此一7億元股本現金增資案如能完成募集
，將募得7.21億元。

"	
20080331	WEB0040	1217	愛之味	2008/03/31  11:45:24	愛之味董事會決議訂定現金增資價格及認股基準日	"愛之味(1217-TW)：公告本公司董事會決議訂定現金增資價格及認股基準日。

符合條款：第二條第11款

1.董事會決議日期:97/03/29

2.增資資金來源:辦理現金增資發行普通股。

3.發行股數:預計發行70,000,000股。

4.每股面額:每股新台幣10元。

5.發行總金額:新台幣721,000,000元。

6.發行價格:每股新台幣10.3元。

7.員工認購或配發股數:保留10%計7,000,000股予本公
司員工承購。

8.公開銷售股數:保留10%計7,000,000股，對外公開承銷。

9.原股東認購或無償配發比例:每仟股有償認購148.27股，
認購率為14.827%。

10.畸零股及逾期未認購股份之處理方式:認購不足一股
之畸零股，股東得於認股基準日起5日內自行拼湊成
整股認購，認購不足一股之畸零股或放棄認購之股數
，授權董事長洽特定人按發行價格認購之。

11.本次發行新股之權利義務:與原發行之普通股股份相同。

12.本次增資資金用途:償還銀行借款。

13.其他應敘明事項:
（一）本公司97年現金增資發行新股案，業於96年11月29日
申報生效。
（二）本公司此次辦理現金增資發行普通股70,000仟股，每股發行價格
原暫定為新台幣12.5元，因考量整體經濟環境及對股東權益之
影響，將發行價格定為每股新台幣10.3元。
（三）本次現金增資發行新股相關作業時程：
1.增資認股基準日：97年4月22日。
2.股票停止過戶期間：97年4月18日至97年4月22日。
3.繳款期間：原股東及員工繳款期間自97年4月25日至97年4月29日。
4.公開抽籤日：97年4月28日。
（四）以上日期或期限如因法令或客觀環境而須變更時，
由董事長全權處理相關作業。

"	
20080331	WEB0053	1217	愛之味	2008/03/31  11:48:45	愛之味6/30召開97年股東常會	"愛之味(1217-TW)：公告召開本公司97年股東常會

符合條款：第二條第17款

1.董事會決議日期:97/03/29

2.股東會召開日期:97/06/30

3.股東會召開地點:耐斯王子大飯店會議廳
(嘉義市忠孝路600號5樓)

4.召集事由:

一、報告事項
(一)本公司96年度營業報告
(二)監察人審查96年度決算表冊查核報告
(三)修訂本公司董事會議事規範報告
二、承認事項:
96年度決算表冊承認案
三、其他議案或臨時動議

5.停止過戶起始日期:97/05/02

6.停止過戶截止日期:97/06/30

7.其他應敘明事項:

一、股東會召開日期為97年6月30日(星期一)上午9點整
二、本公司盈餘分派案，擬於97年5月20日前公告

"	
20080410	WEB0470	1217	愛之味	2008/04/10  16:23:25	愛之味 3月非合併營收3.31億元年增22.38% 1— 3月達9.81億元	"愛之味(1217) 3月非合併(單位:千元)

項目            3月營收      1— 3月營收
本年度          330,507         980,534
去年同期        270,075         871,620
增減金額         60,432         108,914
增減(％)          22.38           12.50
"	
20080416	WEB0142	1217	愛之味	2008/04/16  14:26:51	愛之味4月16日媒體報導訊息說明	"愛之味(1217-TW)：4月16日媒體報導訊息說明

符合條款：第二條第31款

1.傳播媒體名稱:蘋果日報

2.報導日期:97/04/16

3.報導內容:追蹤病牛乳流向

4.投資人提供訊息概要:不適用

5.公司對該等報導或提供訊息之說明:
(1)有關蘋果日報97年4月16日報載疑似有問題之文彬牧場酪農戶，並非本公司簽約收購
生乳之牧場，且本公司亦從未與文彬牧場有任何契約或交易行為。
(2)苗栗縣農會酪農鮮乳加工廠負責生產將軍乳品，苗栗縣農會酪農鮮乳加工廠應負責
生乳及原物料之檢驗，合格後方得生產，本公司將依約追究相關責任。
(3)本公司冷藏事業群僅負責乳品之通路行銷業務，鮮乳之驗收及生產品質之控制，均
應係苗栗縣農會酪農鮮乳加工廠負責。
(4)苗栗縣農會酪農鮮乳加工廠係苗栗縣農會所屬之工廠之一，並非本公司之工廠。

6.因應措施:為顧及廣大消費者之健康及權益，在未釐清相關責任前，就苗栗縣農會酪農
鮮乳加工廠生產之乳品，本公司將立即下架回收。

7.其他應敘明事項:無

"	
20080423	WEB0037	1217	愛之味	2008/04/23  11:15:29	愛之味賣子求榮 今年來出脫劍湖山1.68萬張獲利8802萬元	"愛之味 (1217-TW)今年以來 3度申讓對轉投資劍湖
山 (5701-TW)的持股，再昨日計出脫1.6893萬張，平均
每股處分價格為18.29元，處分獲利為8802萬元。

    愛之味為劍湖山大股東，但對於劍湖山的持股由
2007年底的14.49%，一直降到目前的10.43%，但劍湖山
的股價在市場大力炒作博弈、陸客來台觀光等若有似無
等題材之下，股價反而由2007年12月31日收盤等13.4元
，一路走高到2008年4月15日等24.35元波段高點，漲幅
高達81.72%。

    同時，愛之味除一手出脫轉投資的劍湖山股票之外
，一手在辦理 7億元股本的現金增資案，愛之味的 7億
元股本現金增資案以每股10.3元溢價發行，將募集7.21
億元，用於改善財務結構。

    同時，此一2008年以來上市食品公司的首次現金增
資案已在4月16日除權交易。原股東及員工繳款期間自
4月25日至4月29日。

    在愛之味現增繳款的題材之下，其股價也呈現量增
硬挺之勢，今天愛之味股價15.2元開出，最高15.8元，
最低14.9元，成交逾1.1萬張，已超過昨日的成交量。

"	
20080423	WEB0056	1217	愛之味	2008/04/23  13:37:20	愛之味依據「公開發行公司取得或處分資產處理準則」第30條規定	"愛之味(1217-TW)：依據「公開發行公司取得或處分資產處理準則」第30條規定公告

符合條款：第二條第20款

1.證券名稱:劍湖山

2.交易日期:97/1/8~97/4/22

3.交易數量、每單位價格及交易總金額:
交易數量：16,893,000股
平均每單位價格：18.29元
交易總金額：308,973,955元

4.處分利益（或損失）（取得有價證券者不適用）:
處分利益88,202,589元

5.與交易標的公司之關係:
本公司為劍湖山公司董事

6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
持有數量（含本次交易）：43,328,235股
金額：566,248,366元
持股比例：10.43%
權利受限情形（如質押情形）：質押16,525,000股

7.迄目前為止，依本準則第三條所列之有價證券投資（含本次交易）占公司最近期財務
報表中總資產及股東權益之比例暨最近期財務報表中營運資金數額（註一）:
占總資產比例：33.94%
占股東權益比例：71.57%
營運資金數額：-779,045,211元

8.取得或處分之具體目的:
資金運用

9.本次交易表示異議董事之意見:
無

10.本次交易董事有異議:否

11.其他敘明事項:
無
註一：取得有價證券且營運資金為負數者，尚應公告取得該有價證券之
      資金來源及在資金不足情形下，仍取得有價證券之具體原因

"	
20080423	WEB0266	1217	愛之味	2008/04/23  20:54:34	愛之味說明4月23日媒體報導	"愛之味(1217-TW)：4月23日媒體報導訊息說明

符合條款：第二條第31款

1.傳播媒體名稱:經濟日報D8版

2.報導日期:97/04/23

3.報導內容:愛之味鮮乳符合標準

4.投資人提供訊息概要:不適用

5.公司對該等報導或提供訊息之說明:
近日媒體有關「病牛乳回收」的不實報導，造成本公司嚴重的商譽損害！
幸蒙行政院農業委員會、行政院衛生署食品衛生處依法採集樣品，由具
公信力之衛生署藥物食品檢驗局、中央畜產會依法檢驗，依該二單位發佈
的檢驗報告，足證本公司委託苗栗縣農會酪農鮮乳加工廠生產之將軍鮮乳、
愛之味高原鮮乳、優酪乳，均符合國家標準，絕無媒體不實報導所稱之
病牛乳或抗生物質，對此嚴謹、符合法定程序且據專業水準的檢驗結果，
還給苗栗縣農會、將軍鮮乳及愛之味高原鮮乳、優酪乳等商品之清譽，
本公司全體員工深表感謝。
本公司係一正派經營之優質公司，愛之味系列產品廣受海內外消費者信賴與愛用，
本公司誠摯感謝廣大消費者對愛之味相關產品四十年來之肯定與支持。本公司
謹此堅定承諾，繼續秉持消費者優先之經營理念，堅持愛之味系列產品最優質
之品質與研發，以不斷進步及創新之產品回饋消費者。

6.因應措施:對於因故意或過失肇致此一不實報導，本公司保留法律追訴權，
俾維護消費者知的權利，貫徹消費安全之維護。

7.其他應敘明事項:無

"	
20080429	WEB0057	1217	愛之味	2008/04/29  12:29:19	愛之味董事會決議不分配股利	"符合條款：第二條第14款
1.董事會決議日期:97/04/25
2.發放股利種類及金額:本公司董事會決議不分配股利。
3.其他應敘明事項:無。

"	
20080430	WEB0477	1217	愛之味	2008/04/30  20:51:32	愛之味現金增資催繳	"符合條款：第二條第48款
1.事實發生日:97/04/30
2.公司名稱:愛之味股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例:不適用
5.發生緣由:本公司97年度現金增資認股繳款期限已於97年04月29日截止,
惟有部份員工及原股東尚未繳納現金增資股款,特再催告。
6.因應措施:一、依據公司法第142條及第266條第3項規定, 特再催告,自97年05月05日
至97年06月05日止為股款催繳期間,尚未繳納股款之員工及原股東,請於上述期間
持原繳款書至合作金庫商業銀行嘉義分行及全省各分行辦理繳款, 逾期未繳款者
即喪失認股權利。
二、若於催告期間繳款之股東,本公司於催繳期間期滿後,將依  貴股東所認購之股數
,俟集保公司作業完備後,以 貴股東所提供之集保帳號,將新股撥入該帳戶。
7.其他應敘明事項:無。

"	
20080505	WEB0037	1217	愛之味	2008/05/05  12:40:49	愛之味訂定97年5月2日為現金增資發行新股基準日	"符合條款：第二條第11款
1.董事會決議或公司決定日期:97/05/02
2.發行股數:70,000,000股
3.每股面額:10元
4.發行總金額:700,000,000元
5.發行價格:10.3元
6.員工認股股數:7,000,000股
7.原股東認購比率:每仟股認購148.27股
8.公開銷售方式及股數:7,000,000股對外公開承銷
9.畸零股及逾期未認購股份之處理方式:認購不足一股
之畸零股，股東得於認股基準日起5日內自行拼湊成
整股認購，認購不足一股之畸零股或放棄認購之股數
，授權董事長洽特定人按發行價格認購之。
10.本次發行新股之權利義務:與原發行之普通股
11.本次增資資金用途:償還銀行借款。
12.現金增資認股基準日:97年4月22日
13.最後過戶日:97年4月17日
14.停止過戶起始日期:97年4月18日
15.停止過戶截止日期:97年4月22日
16.股款繳納期間:原股東及員工繳款期間自97年4月25日至97年4月29日。
17.與代收及專戶存儲價款行庫訂約日期:97年4月8日
18.委託代收存款機構:合作金庫銀行股份有限公司嘉義分行
19.委託存儲款項機構:合作金庫銀行股份有限公司東嘉義分行
20.其他應敘明事項:無

"	
20080509	WEB0163	1217	愛之味	2008/05/09  15:35:42	愛之味 4月非合併營收2.42億元年減15.34% 1— 4月達12.22億元	"愛之味(1217) 4月非合併(單位:千元)

項目            4月營收      1— 4月營收
本年度          241,512       1,222,046
去年同期        285,267       1,156,887
增減金額        -43,755          65,159
增減(％)         -15.34            5.63
"	
20080528	WEB0030	1217	愛之味	2008/05/28  09:50:40	愛之味5月27日媒體報導訊息說明	"符合條款：第二條第31款
1.傳播媒體名稱:蘋果日報B8版
2.報導日期:97/05/27
3.報導內容:愛之味於華南地區設飲料廠
4.投資人提供訊息概要:不適用
5.公司對該等報導或提供訊息之說明:
本公司目前並無此計畫。
6.因應措施:無
7.其他應敘明事項:無

"	
20080602	WEB0057	1217	愛之味	2008/06/02  10:50:06	證交所：6/3起愛之味等5家暫停信用交易 華映等11家恢復	"臺灣證券交易所於半年度定期審核上市公司2007年    
度財務報告每股淨值資料，是否符合得為融資融券交易    
之規定，公佈暫停與恢復之調整。愛之味 (1217-TW)等    
6家股票應暫停融資融券交易，名軒(1442-TW)等11家股    
票應恢復融資融券交易，並自6月3日起實施。            
                                                    
    證交所表示，每股淨值未達票面以上應暫停融資融    
券交易者，分別為為愛之味、南僑 (1702-TW)、威盛      
(2388-TW)、國碩 (2406-TW)、如興 (4414-TW)等5種有    
價證券。                                            
                                                    
    證交所公佈，每股淨值回復至票面以上應恢復融資    
融券交易者，為名軒、宏和 (1446-TW)、光磊            
(2340-TW)、佳世達 (2352-TW)、太空梭 (2440-TW)、     
友旺 (2444-TW)、麗臺 (2465-TW)、華映 (2475-TW)、    
彩晶 (6116-TW)、天瀚 (6225-TW)、偉聯 (9912-TW)等    
11種有價證券。                                      
                                                    
    證交所表示，以上調整作業自6月3日起實施，應暫    
停融資融券交易之有價證券其原融資買進及融券賣出之    
餘額，得於逐筆融資融券契約期限屆滿前了結。

"	
20080602	WEB0222	1217	愛之味	2008/06/02  18:59:43	愛之味回應6月2日媒體報導訊息說明	"愛之味(TW-1217)：6月2日媒體報導訊息說明

符合條款：第二條第31款

1.傳播媒體名稱:工商時報A9版

2.報導日期:97/06/02

3.報導內容:愛之味暫停鮮乳委外與代銷

4.投資人提供訊息概要:不適用

5.公司對該等報導或提供訊息之說明:
本公司將全力發展非鮮乳類之營養品，
例如：穀物奶、植物奶等產品。

6.因應措施:無

7.其他應敘明事項:無

"	
20080609	WEB0223	1217	愛之味	2008/06/09  14:33:22	愛之味 5月非合併營收2.96億元年減25.21% 1— 5月達15.18億元	"愛之味(1217) 5月非合併(單位:千元)

項目            5月營收      1— 5月營收
本年度          296,162       1,518,208
去年同期        395,998       1,552,885
增減金額        -99,836         -34,677
增減(％)         -25.21           -2.23
"	
20080701	WEB0068	1217	愛之味	2008/07/01  12:47:25	愛之味97年股東常會決議事項	"符合條款：第二條第18款
1.股東會日期:97/06/30
2.重要決議事項:
(1)通過96年度決算表冊承認案
(2)通過96年度盈虧撥補表承認案
(3)通過「公司章程」修訂案
3.年度財務報表之承認﹝請輸入是或否﹞:是
4.其他應敘明事項:否

"	
20080701	WEB0069	1217	愛之味	2008/07/01  12:47:39	愛之味董事會決議間接投資大陸	"符合條款：第二條第20款
1.事實發生日:2008/06/30
2.本次新增（減少）投資方式:
透過麗科達國際(香港)有限公司轉投資
3.交易數量、每單位價格及交易總金額:
美金300仟元
4.本次新增投資大陸被投資公司之公司名稱:
廈門愛邦商貿有限公司
5.前開大陸被投資公司之實收資本額:
美金283仟元
6.前開大陸被投資公司本次擬新增資本額:
美金316仟元
7.前開大陸被投資公司主要營業項目:
日用百貨、食品
8.前開大陸被投資公司最近年度財務報表會計師意見型態:
不適用
9.前開大陸被投資公司最近年度財務報表淨值:
不適用
10.前開大陸被投資公司最近年度財務報表損益金額:
不適用
11.迄目前為止，對前開大陸被投資公司之實際投資金額:
本次為初次轉投資該公司
12.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）:
美金8,600仟元
13.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
實收資本額之比率:
7.16%
14.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
總資產之比率:
3.51%
15.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
股東權益之比率:
7.39%
16.迄目前為止，實際赴大陸地區投資總額:
美金3,422仟元
17.迄目前為止，實際赴大陸地區投資總額占最近期財務報表實收資本額之比率:
2.75%
18.迄目前為止，實際赴大陸地區投資總額占最近期財務報表總資產之比率:
1.35%
19.迄目前為止，實際赴大陸地區投資總額占最近期財務報表股東權益之比率:
2.84%
20.最近三年度認列投資大陸損益金額:
94-96年認列損失共新台幣53,611仟元
21.最近三年度獲利匯回金額:
0
22.交易相對人及其與公司之關係:
無
23.交易相對人為實質關係人者，並應公告選定關係人為交易對象之原因及前次移轉
之所有人（含與公司及相對人間相互之關係）、移轉日期及金額:
不適用
24.交易標的最近五年內所有權人曾為公司之實質關係人者，尚應公告關係人之取得
及處分日期、價格及交易當時與公司之關係:
不適用
25.處分利益（或損失）:
不適用
26.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項:
一次或分次付款
27.本次交易之決定方式、價格決定之參考依據及決策單位:
董事會
28.經紀人:
無
29.取得或處分之具體目的:
長期投資
30.本次交易董事有異議:否
31.本次交易會計師出具非合理性意見:否
32.其他敘明事項:
無

"	
20080708	WEB0306	1217	愛之味	2008/07/08  16:34:49	愛之味 6月非合併營收3.07億元年減9.11% 1— 6月達18.25億元	"愛之味(1217) 6月非合併(單位:千元)

項目            6月營收      1— 6月營收
本年度          307,196       1,825,404
去年同期        337,996       1,890,881
增減金額        -30,800         -65,477
增減(％)          -9.11           -3.46
"	
20080808	WEB0034	1217	愛之味	2008/08/08  09:55:31	愛之味 7月非合併營收4.00億元年減23.68% 1— 7月達22.26億元	"愛之味(1217)97年 7月非合併(單位:千元)

項目            7月營收      1— 7月營收
本年度          400,471       2,225,875
去年同期        524,693       2,415,574
增減金額       -124,222        -189,699
增減(％)         -23.68           -7.85
"	
20080909	WEB0093	1217	愛之味	2008/09/09  10:49:31	愛之味 8月非合併營收5.62億元年減12.37% 1— 8月達27.88億元	"愛之味(1217)97年 8月非合併(單位:千元)

項目            8月營收      1— 8月營收
本年度          562,321       2,788,196
去年同期        641,682       3,057,256
增減金額        -79,361        -269,060
增減(％)         -12.37           -8.80
"	
